source_column,sample_index,mean,std,var,rms,peak,peak_to_peak,skewness,kurtosis,crest_factor,impulse_factor,shape_factor,clearance_factor
12kHz_DE_data B007_0 (第1列),20,0.001701641,0.140808061,0.01982691,0.140818343,0.455669998,0.904809403,0.008871895,-0.230735482,3.235871038,4.000478335,1.236291029,4.686038922
12kHz_DE_data B007_0 (第1列),21,0.001954322,0.145956354,0.021303257,0.145969437,0.455669998,0.886549002,0.005476687,-0.124233137,3.12168086,3.897729585,1.248599636,4.601215958
12kHz_DE_data B007_0 (第1列),22,0.002173206,0.13602196,0.018501974,0.13603932,0.474189023,0.890484689,-0.009105854,-0.136515534,3.485676225,4.349024748,1.247684658,5.136287695
12kHz_DE_data B007_0 (第1列),23,0.001657029,0.128353676,0.016474666,0.128364372,0.474189023,0.874774745,-0.065975748,-0.235357793,3.694085957,4.588444637,1.242105541,5.398838172
12kHz_DE_data B007_0 (第1列),24,0.001790632,0.146932098,0.021589041,0.146943008,0.514856761,0.960196523,-0.027037462,-0.173780695,3.50378536,4.36453903,1.245663927,5.134873221
12kHz_DE_data B007_0 (第1列),25,0.00200975,0.154936448,0.024005303,0.154949482,0.514856761,0.960196523,0.031210085,-0.257421158,3.322739485,4.125750938,1.241671505,4.84645481
12kHz_DE_data B007_0 (第1列),26,0.001833559,0.13978574,0.019540053,0.139797764,0.552742369,1.028464729,0.047691085,0.077265701,3.953871304,5.004113184,1.265623689,5.944020255
12kHz_DE_data B007_0 (第1列),27,0.001862035,0.13675597,0.018702195,0.136768646,0.584095513,1.059817873,0.035157119,0.213827732,4.270682864,5.405164898,1.265644177,6.412285205
12kHz_DE_data B007_0 (第1列),28,0.001533784,0.139880306,0.0195665,0.139888714,0.584095513,1.046461227,0.055297396,-0.073134242,4.17542985,5.217755551,1.249633149,6.154162417
12kHz_DE_data B007_0 (第1列),29,0.001350213,0.139523322,0.019466757,0.139529855,0.449571056,0.87476179,-0.029621426,-0.120716021,3.222042018,4.037952967,1.253227905,4.770368793
12kHz_DE_data B007_0 (第1列),30,0.001493473,0.140031801,0.019608905,0.140039765,0.540794076,0.990365132,-0.045134501,-0.025591167,3.861717973,4.823583835,1.24907719,5.673721143
12kHz_DE_data B007_0 (第1列),31,0.00057971,0.136366486,0.018595819,0.136367718,0.563840714,1.043893046,0.016527973,0.307564394,4.134708127,5.221803952,1.262919604,6.178824043
12kHz_DE_data B007_0 (第1列),32,0.00034317,0.141095165,0.019907846,0.141095583,0.563840714,1.043893046,-0.003538349,0.113870216,3.996161347,5.026532651,1.257840266,5.942156165
12kHz_DE_data B007_0 (第1列),33,0.001002425,0.14326791,0.020525694,0.143271417,0.479619488,0.91292655,-0.020148061,-0.178427548,3.347628561,4.166082047,1.244487545,4.899100526
12kHz_DE_data B007_0 (第1列),34,0.000885971,0.137253704,0.018838579,0.137256564,0.562289363,1.030469769,0.038988396,0.074558361,4.09663004,5.135047063,1.253480791,6.048750905
12kHz_DE_data B007_0 (第1列),35,0.000477786,0.1369884,0.018765822,0.136989233,0.562289363,0.99898011,0.086352834,-0.01601697,4.1046245,5.107977484,1.244444524,5.989033266
12kHz_DE_data B007_0 (第1列),36,0.000871595,0.131051152,0.017174404,0.13105405,0.525872203,1.023480725,0.04971096,0.144076695,4.012636018,5.036152178,1.255073262,5.929605659
12kHz_DE_data B007_0 (第1列),37,0.000971899,0.139745541,0.019528816,0.13974892,0.525872203,1.023480725,-0.028451513,0.00370156,3.762978647,4.731865061,1.257478584,5.599196527
12kHz_DE_data B007_0 (第1列),38,0.000746452,0.146430771,0.021441971,0.146432674,0.419948794,0.817303407,0.002780138,-0.437875036,2.867862636,3.526424907,1.229635221,4.125103791
12kHz_DE_data B007_0 (第1列),39,0.001139786,0.134814099,0.018174841,0.134818917,0.424494119,0.844442913,0.034489058,-0.159206247,3.148624295,3.926803762,1.247149038,4.626730188
12kHz_DE_data B007_0 (第1列),40,0.001036334,0.134770677,0.018163135,0.134774662,0.494436234,0.961214798,-0.046641649,0.108699062,3.668614171,4.62413806,1.260459085,5.46700861
12kHz_DE_data B007_0 (第1列),41,0.000953848,0.133668234,0.017867197,0.133671638,0.494436234,0.961214798,-0.003300802,0.141192634,3.698886636,4.686302755,1.266949549,5.556272248
12kHz_DE_data B007_0 (第1列),42,0.000991308,0.135975481,0.018489332,0.135979095,0.462330229,0.871408863,0.010615969,0.008653658,3.400009611,4.301064455,1.265015382,5.111326077
12kHz_DE_data B007_0 (第1列),43,0.000763448,0.140169427,0.019647468,0.140171506,0.436972834,0.846051467,-0.025702143,-0.286639342,3.117415549,3.857079404,1.23726829,4.524582104
12kHz_DE_data B007_0 (第1列),44,0.000900121,0.131809673,0.01737379,0.131812747,0.436972834,0.839607364,-0.017777568,-0.20125463,3.315103016,4.142010598,1.249436467,4.897661069
12kHz_DE_data B007_0 (第1列),45,0.00137193,0.142036888,0.020174477,0.142043513,0.488422596,0.976249715,-0.069681092,-0.073624131,3.438542066,4.332280564,1.259917861,5.150032982
12kHz_DE_data B007_0 (第1列),46,0.000624493,0.149202049,0.022261251,0.149203356,0.488422596,0.976249715,-0.027042364,-0.227031973,3.273536262,4.075218324,1.244897871,4.801229956
12kHz_DE_data B007_0 (第1列),47,0.000333321,0.138599974,0.019209953,0.138600375,0.406782792,0.805426617,0.055060934,-0.247281137,2.934932841,3.639723027,1.240138437,4.2727746
12kHz_DE_data B007_0 (第1列),48,0.000938487,0.139095585,0.019347582,0.139098751,0.459697715,0.877653656,0.000125246,-0.348416756,3.304829921,4.071451096,1.231969933,4.761843201
12kHz_DE_data B007_0 (第1列),49,0.00024436,0.136507525,0.018634304,0.136507744,0.459697715,0.877653656,-0.037348794,-0.183418324,3.367557773,4.204594523,1.248558987,4.952990891
12kHz_DE_data B007_0 (第1列),50,0.000319679,0.137427584,0.018886341,0.137427956,0.421629614,0.841999482,-0.017168142,-0.170393807,3.068004696,3.828173034,1.247772873,4.511185618
12kHz_DE_data B007_0 (第1列),51,0.000497301,0.138244663,0.019111587,0.138245557,0.460477006,0.893705855,-0.0323588,-0.158708103,3.330862953,4.161247477,1.249300117,4.914840874
12kHz_DE_data B007_0 (第1列),52,6.21E-05,0.126184816,0.015922608,0.126184831,0.460477006,0.903901709,-0.041011766,0.194092534,3.649226315,4.636600624,1.270570862,5.507904178
12kHz_DE_data B007_0 (第1列),53,0.000267236,0.125998321,0.015875577,0.125998604,0.443424704,0.847606803,-0.024508485,0.010918079,3.519282672,4.427515264,1.258073215,5.23207957
12kHz_DE_data B007_0 (第1列),54,-6.85E-05,0.139502515,0.019460952,0.139502531,0.623835469,1.067086259,-0.041056265,0.019966888,4.471857696,5.589138407,1.249847108,6.585784616
12kHz_DE_data B007_0 (第1列),55,-0.000509,0.141634059,0.020060207,0.141634974,0.623835469,1.067086259,-0.031384887,-0.030861235,4.404529845,5.495748436,1.247749165,6.468385304
12kHz_DE_data B007_0 (第1列),56,-2.00E-05,0.139890808,0.019569438,0.139890809,0.495938443,0.948891508,-0.055074675,-0.127184097,3.545182451,4.426102791,1.248483781,5.218816826
12kHz_DE_data B007_0 (第1列),57,5.37E-05,0.13486108,0.018187511,0.134861091,0.540617264,1.036555707,-0.085194724,0.143614689,4.008697113,5.04741878,1.259117024,5.959598136
12kHz_DE_data B007_0 (第1列),58,-0.000612536,0.131766617,0.017362441,0.131768041,0.540617264,0.999539759,-0.055173927,0.186003756,4.102795034,5.18332344,1.263363974,6.141823627
12kHz_DE_data B007_0 (第1列),59,-0.000329628,0.142957876,0.020436954,0.142958256,0.563498326,1.089876265,-0.048964825,0.17554449,3.941698369,4.985021719,1.264688785,5.919860043
12kHz_DE_data B007_0 (第1列),60,-0.000280373,0.138578176,0.019203911,0.138578459,0.563498326,1.089876265,-0.02573681,0.159627862,4.066276451,5.131760249,1.262029356,6.084157204
12kHz_DE_data B007_0 (第1列),61,-0.000296954,0.136342453,0.018589264,0.136342776,0.45814516,0.904809901,0.013825028,-0.130737446,3.360245211,4.184932233,1.245424655,4.93364193
12kHz_DE_data B007_0 (第1列),62,-0.000232977,0.144233724,0.020803367,0.144233913,0.45814516,0.904809901,0.010236927,-0.206260454,3.176403886,3.956548285,1.245606172,4.668892378
12kHz_DE_data B007_0 (第1列),63,-0.000556073,0.144916218,0.02100071,0.144917285,0.563078531,1.045230723,-0.00541184,-0.129885194,3.885516712,4.852287741,1.248814019,5.727282906
12kHz_DE_data B007_0 (第1列),64,-0.000516106,0.142641215,0.020346516,0.142642148,0.563078531,1.045230723,-0.051773482,-0.108875327,3.947490542,4.920823131,1.246569961,5.793724771
12kHz_DE_data B007_0 (第1列),65,-0.000268606,0.132542077,0.017567402,0.13254235,0.442781527,0.861058529,-0.02714779,-0.034610973,3.340679629,4.21645288,1.262154217,5.022854295
12kHz_DE_data B007_0 (第1列),66,-0.000310584,0.131099142,0.017186985,0.13109951,0.442379761,0.860656763,0.044042209,-0.044025154,3.374381506,4.253887102,1.260642015,5.058535123
12kHz_DE_data B007_0 (第1列),67,-0.000405337,0.141321134,0.019971663,0.141321715,0.50901258,0.953303027,0.002522374,-0.028264718,3.601800191,4.527511036,1.257013381,5.350095493
12kHz_DE_data B007_0 (第1列),68,-0.000139523,0.138726335,0.019244996,0.138726405,0.50901258,0.953303027,-0.005888043,0.032681458,3.669183084,4.618474533,1.258720109,5.464236484
12kHz_DE_data B007_0 (第1列),69,-0.000601768,0.132551057,0.017569783,0.132552423,0.495765895,0.977144485,0.000570569,-0.05521461,3.740149618,4.684607592,1.252518768,5.543255292
12kHz_DE_data B007_0 (第1列),70,-0.000798369,0.14015244,0.019642706,0.140154714,0.516054183,1.011820077,0.012017335,-0.070065815,3.682032304,4.609231464,1.251817226,5.448190668
12kHz_DE_data B007_0 (第1列),71,-0.000423469,0.136935888,0.018751437,0.136936543,0.516054183,0.96274595,0.009180738,-0.096878739,3.768564411,4.690766594,1.244709147,5.509304892
12kHz_DE_data B007_0 (第1列),72,-0.000478887,0.132520888,0.017561786,0.132521754,0.452530191,0.855719385,-0.075032505,-0.170819127,3.414761569,4.226791981,1.237800032,4.959365287
12kHz_DE_data B007_0 (第1列),73,-0.000742101,0.134630397,0.018125344,0.134632442,0.452530191,0.855719385,-0.069386337,-0.181377447,3.361226946,4.187508881,1.245827475,4.948088867
12kHz_DE_data B007_0 (第1列),74,-0.00070998,0.134528524,0.018097924,0.134530397,0.485094946,0.939437791,0.022248628,0.009613059,3.605838952,4.540880997,1.259313313,5.385106538
12kHz_DE_data B007_0 (第1列),75,-0.000828767,0.13519993,0.018279021,0.13520247,0.485094946,0.939437791,0.018367554,-0.031339465,3.587914817,4.48609091,1.250333729,5.278204826
12kHz_DE_data B007_0 (第1列),76,-0.000355096,0.126840022,0.016088391,0.126840519,0.428201822,0.846139156,-0.011068111,-0.183671146,3.37590721,4.181712432,1.238692941,4.885639457
12kHz_DE_data B007_0 (第1列),77,-0.000453907,0.131650834,0.017331942,0.131651616,0.470394265,0.893233221,-0.040498676,-0.133108162,3.57302309,4.429162966,1.239612187,5.169607652
12kHz_DE_data B007_0 (第1列),78,-0.000954438,0.138810927,0.019268474,0.138814209,0.470394265,0.899282888,-0.032680597,-0.264725169,3.388660778,4.181741585,1.234039598,4.879413776
12kHz_DE_data B007_0 (第1列),79,-0.000423907,0.130175994,0.016945789,0.130176684,0.494389167,0.940344879,-0.029119936,-0.039450445,3.797831931,4.765265139,1.254733023,5.632387835
12kHz_DE_data B007_0 (第1列),80,-0.000436281,0.136767505,0.018705351,0.136768201,0.494389167,0.972365897,-0.04895956,0.078590964,3.61479615,4.571752486,1.26473314,5.43005398
12kHz_DE_data B007_0 (第1列),81,-0.000699903,0.143464492,0.02058206,0.143466199,0.483908879,0.961885609,-0.002967498,-0.211839041,3.372981799,4.189929274,1.242203345,4.912839185
12kHz_DE_data B007_0 (第1列),82,-0.000910996,0.138305234,0.019128338,0.138308234,0.582239171,1.064035643,0.010031462,-0.048497264,4.209721685,5.243173052,1.245491613,6.145245101
12kHz_DE_data B007_0 (第1列),83,-0.000545245,0.131197945,0.017212901,0.131199078,0.582239171,1.064035643,-0.02982542,0.157640927,4.437829752,5.585998849,1.258723106,6.601295406
12kHz_DE_data B007_0 (第1列),84,-0.000790816,0.127437152,0.016240228,0.127439606,0.453432701,0.872464044,-0.058241849,-0.091731256,3.558020266,4.438650574,1.247505703,5.22660685
12kHz_DE_data B007_0 (第1列),85,-0.001172366,0.139159716,0.019365426,0.139164654,0.473063756,0.926496457,-0.006430397,-0.178851324,3.399309686,4.22674346,1.243412296,4.972143198
12kHz_DE_data B007_0 (第1列),86,-0.000977103,0.138372958,0.019147076,0.138376408,0.473063756,0.912141171,0.056117894,-0.210743399,3.418673484,4.236693328,1.239279899,4.966661411
12kHz_DE_data B007_0 (第1列),87,-0.001189461,0.127844026,0.016344095,0.127849559,0.432826235,0.810122639,0.061861506,-0.166857983,3.385433934,4.211372035,1.243968164,4.95384381
12kHz_DE_data B007_0 (第1列),88,-0.000665824,0.13296263,0.017679061,0.132964297,0.466615417,0.907451242,0.024004592,-0.053224413,3.509328643,4.42182415,1.260019964,5.267169975
12kHz_DE_data B007_0 (第1列),89,-0.000784885,0.141253327,0.019952502,0.141255507,0.49253337,0.959148787,0.021923033,-0.207207969,3.486825961,4.345449683,1.246247943,5.143766301
12kHz_DE_data B007_0 (第1列),90,-0.001126089,0.149503992,0.022351444,0.149508233,0.580823599,1.131027475,0.03626397,-0.186419231,3.884893733,4.797104253,1.234809646,5.618364626
12kHz_DE_data B007_0 (第1列),91,-0.000735547,0.142049027,0.020177926,0.142050932,0.580823599,1.131027475,0.0176248,-0.055255017,4.088840472,5.069495716,1.239837003,5.928285915
12kHz_DE_data B007_0 (第1列),92,-0.000969853,0.13916102,0.019365789,0.139164399,0.52728608,1.043802854,-0.023135625,0.037680583,3.788943739,4.754226637,1.254763059,5.609330397
12kHz_DE_data B007_0 (第1列),93,-0.001032602,0.141929544,0.020143995,0.1419333,0.52728608,1.043802854,-0.025721189,0.057326434,3.715027258,4.688908001,1.262146325,5.564926816
12kHz_DE_data B007_0 (第1列),94,-0.000791371,0.130155899,0.016940558,0.130158305,0.417398134,0.831376712,0.016923738,-0.123844933,3.206849797,4.005709296,1.249110358,4.720773516
12kHz_DE_data B007_0 (第1列),95,-0.00097271,0.138100868,0.01907185,0.138104294,0.54716502,1.055312397,0.046342528,0.38763069,3.961969641,5.047023839,1.273867368,6.013468489
12kHz_DE_data B007_0 (第1列),96,-0.001148015,0.141044656,0.019893595,0.141049328,0.54716502,1.055312397,0.028576641,0.313246327,3.879245844,4.927280125,1.27016444,5.860486714
12kHz_DE_data B007_0 (第1列),97,-0.00113879,0.132600189,0.01758281,0.132605079,0.505031801,0.947537429,0.008158781,-0.160979345,3.808540408,4.718288165,1.238870449,5.521342307
12kHz_DE_data B007_0 (第1列),98,-0.001265722,0.138089353,0.019068669,0.138095153,0.505031801,0.934481924,0.028750882,-0.162471117,3.657129083,4.53177994,1.239163244,5.305943818
12kHz_DE_data B007_0 (第1列),99,-0.00112758,0.136602789,0.018660322,0.136607443,0.46579899,0.895249113,0.052233142,-0.223160266,3.409762905,4.217228876,1.236810005,4.937367575
12kHz_DE_data B007_0 (第1列),100,-0.001441637,0.14044509,0.019724823,0.140452489,0.54259845,1.046002603,0.014096356,0.02742774,3.86321705,4.839270772,1.252653089,5.707819027
12kHz_DE_data B007_0 (第1列),101,-0.00176727,0.144157717,0.020781447,0.14416855,0.54259845,1.046002603,0.005929857,-0.00781029,3.763639515,4.719446426,1.253958145,5.582843068
12kHz_DE_data B007_0 (第1列),102,-0.001394968,0.13910644,0.019350602,0.139113434,0.45762394,0.898543477,-0.012819533,-0.105964282,3.289574033,4.123277779,1.253438207,4.878755998
12kHz_DE_data B007_0 (第1列),103,-0.001340378,0.145385149,0.021136842,0.145391328,0.519103832,1.034944769,0.005225443,0.053939648,3.570390606,4.49404024,1.258697083,5.314240661
12kHz_DE_data B007_0 (第1列),104,-0.001627476,0.13931669,0.01940914,0.139326195,0.519103832,1.034944769,0.00704861,0.164840758,3.725816456,4.706306643,1.263161162,5.575963482
12kHz_DE_data B007_0 (第1列),105,-0.001655585,0.131125413,0.017193874,0.131135864,0.431301402,0.821858329,-0.040984713,-0.118710512,3.288966021,4.125196921,1.254253432,4.884870646
12kHz_DE_data B007_0 (第1列),106,-0.00158398,0.138983626,0.019316448,0.138992652,0.517711839,0.944754796,-0.00062886,-0.158083661,3.724742495,4.65754013,1.250432784,5.521229498
12kHz_DE_data B007_0 (第1列),107,-0.001786621,0.14220436,0.02022208,0.142215583,0.517711839,0.944754796,0.002475741,-0.104749143,3.640331301,4.5771839,1.257353664,5.445478449
12kHz_DE_data B007_0 (第1列),108,-0.001668107,0.140872502,0.019845062,0.140882378,0.50947146,1.013437876,-0.003239413,-0.042136517,3.616289477,4.554056175,1.259317376,5.411009346
12kHz_DE_data B007_0 (第1列),109,-0.001446858,0.134207472,0.018011645,0.134215271,0.50947146,1.013437876,-0.008204241,-0.128922304,3.795927673,4.700394703,1.238272988,5.504593624
12kHz_DE_data B007_0 (第1列),110,-0.001592032,0.141605753,0.020052189,0.141614702,0.511423961,0.974771799,0.012012767,-0.143074742,3.611376176,4.464009804,1.236096597,5.211267161
12kHz_DE_data B007_0 (第1列),111,-0.001473769,0.150380823,0.022614392,0.150388045,0.58415429,1.095578251,0.027630876,-0.081240782,3.884313351,4.826082771,1.242454543,5.657064122
12kHz_DE_data B007_0 (第1列),112,-0.001275029,0.135946344,0.018481408,0.135952323,0.58415429,1.074592762,0.026172131,-0.071345356,4.296758441,5.317672412,1.23760097,6.215220551
12kHz_DE_data B007_0 (第1列),113,-0.001689782,0.136340636,0.018588769,0.136351107,0.477147323,0.913376883,0.034793334,-0.12944845,3.499401912,4.370327932,1.248878535,5.153795156
12kHz_DE_data B007_0 (第1列),114,-0.001387454,0.143318097,0.020540077,0.143324813,0.477147323,0.942232275,0.020630657,-0.204652125,3.329132714,4.151241412,1.246943804,4.901629534
12kHz_DE_data B007_0 (第1列),115,-0.001292646,0.133371336,0.017787913,0.1333776,0.465084952,0.914351108,0.005389447,-0.112568008,3.486979467,4.354151322,1.248688547,5.135898734
12kHz_DE_data B007_0 (第1列),116,-0.00169584,0.136092469,0.01852116,0.136103035,0.476320469,0.93975268,-0.034662759,0.08475591,3.49970498,4.399614412,1.257138655,5.194799697
12kHz_DE_data B007_0 (第1列),117,-0.001476318,0.135470043,0.018352132,0.135478087,0.476320469,0.93975268,-0.04303316,-0.060291089,3.5158488,4.384073146,1.246945871,5.151370557
12kHz_DE_data B007_0 (第1列),118,-0.001384877,0.133619321,0.017854123,0.133626497,0.448888497,0.853996489,-0.027583151,-0.203106743,3.359277583,4.15665604,1.237366052,4.858679397
12kHz_DE_data B007_0 (第1列),119,-0.001486665,0.145640796,0.021211241,0.145648383,0.544802825,1.073639973,-0.022903833,0.045825125,3.740534655,4.664321357,1.246966487,5.466699926
12kHz_DE_data B007_0 (第1列),120,-0.001436956,0.147878305,0.021867993,0.147885286,0.567694398,1.112497222,0.016664768,0.268411478,3.838748339,4.844422125,1.261979608,5.731228912
12kHz_DE_data B007_0 (第1列),121,-0.001419194,0.137176591,0.018817417,0.137183932,0.567694398,1.064347539,0.050979718,0.411575712,4.138198915,5.292619339,1.278966876,6.323438441
12kHz_DE_data B007_0 (第1列),122,-0.001354117,0.133366402,0.017786597,0.133373276,0.481988187,0.945377652,0.030029155,0.295293563,3.613828813,4.628501384,1.280774941,5.541131101
12kHz_DE_data B007_0 (第1列),123,-0.001339511,0.141295192,0.019964331,0.141301541,0.481988187,0.929406789,0.027561145,-0.015195551,3.411061072,4.302050344,1.261205898,5.114984488
12kHz_DE_data B007_1 (第1列),0,-0.000186789,0.13193724,0.017407435,0.131937372,0.454339932,0.884691404,-0.005390806,0.040310686,3.443603021,4.346150646,1.262093981,5.158179632
12kHz_DE_data B007_1 (第1列),1,7.81E-06,0.129901271,0.01687434,0.129901271,0.486678888,0.94666964,-0.000571929,0.035382108,3.746529077,4.727853476,1.261928942,5.619528323
12kHz_DE_data B007_1 (第1列),2,-9.43E-05,0.137949576,0.019030086,0.137949608,0.486678888,0.953658999,-0.059006993,0.000602437,3.527946866,4.419614972,1.252744199,5.217680521
12kHz_DE_data B007_1 (第1列),3,-0.000168585,0.142137107,0.020202957,0.142137207,0.520397302,1.022361663,-0.024426703,-0.011008037,3.661232093,4.56803591,1.247677228,5.378763913
12kHz_DE_data B007_1 (第1列),4,-0.000123421,0.145344769,0.021125102,0.145344821,0.520397302,1.022361663,0.034650379,0.004822302,3.58043237,4.467845728,1.247850893,5.258527178
12kHz_DE_data B007_1 (第1列),5,-7.88E-05,0.137956306,0.019031942,0.137956328,0.486620325,0.947507488,-0.001616375,0.010778332,3.527350511,4.394652289,1.245879102,5.1564816
12kHz_DE_data B007_1 (第1列),6,-0.000206769,0.135017034,0.018229599,0.135017192,0.496375327,0.975600972,0.013511631,0.012180432,3.676386099,4.589797647,1.248453651,5.398129806
12kHz_DE_data B007_1 (第1列),7,-0.000253086,0.144589335,0.020906076,0.144589557,0.496375327,0.975600972,0.011101056,-0.036803974,3.432995709,4.285783919,1.248409343,5.049106842
12kHz_DE_data B007_1 (第1列),8,-0.000120964,0.137496033,0.018905159,0.137496086,0.471245256,0.895545847,-0.005949326,-0.192830328,3.427335788,4.231384313,1.234598701,4.948296441
12kHz_DE_data B007_1 (第1列),9,-0.000160686,0.141220595,0.019943256,0.141220686,0.649340758,1.245055114,0.025304308,0.180419163,4.598056949,5.722574249,1.244563587,6.704784365
12kHz_DE_data B007_1 (第1列),10,-8.05E-05,0.147339645,0.021708971,0.147339667,0.649340758,1.245055114,0.019937932,0.169301516,4.407100745,5.517089372,1.251863683,6.492038187
12kHz_DE_data B007_1 (第1列),11,-0.000278958,0.139328114,0.019412323,0.139328393,0.50389065,0.9439994,0.04050327,-0.057472498,3.616568303,4.523807028,1.25085624,5.339202759
12kHz_DE_data B007_1 (第1列),12,-0.000497149,0.139459033,0.019448822,0.139459919,0.51937571,1.02326636,0.037085683,0.257510671,3.724193405,4.733466284,1.271004422,5.644785067
12kHz_DE_data B007_1 (第1列),13,-0.000479745,0.138302061,0.01912746,0.138302893,0.51937571,0.984581069,-0.007240124,0.078062405,3.755349562,4.722992492,1.257670535,5.596081271
12kHz_DE_data B007_1 (第1列),14,-0.000528438,0.138520062,0.019187808,0.13852107,0.545023581,1.061755147,0.017688297,0.00223263,3.934589736,4.905361551,1.246727583,5.774518097
12kHz_DE_data B007_1 (第1列),15,-0.000837369,0.142224354,0.020227767,0.142226819,0.545023581,1.061755147,0.022105193,0.162860205,3.832073186,4.824626058,1.259011982,5.708725778
12kHz_DE_data B007_1 (第1列),16,-0.000635139,0.133212531,0.017745578,0.133214045,0.526243762,0.998636603,0.007048645,-0.071550318,3.950362462,4.927227728,1.247284971,5.795201744
12kHz_DE_data B007_1 (第1列),17,-0.000543783,0.138367538,0.019145576,0.138368607,0.546652665,1.045736555,0.037453511,0.030294758,3.950698636,4.936186476,1.249446473,5.805941374
12kHz_DE_data B007_1 (第1列),18,-0.000753204,0.139605169,0.019489603,0.139607201,0.546652665,1.045736555,0.052217492,0.060064481,3.915648059,4.89920345,1.251185851,5.763231151
12kHz_DE_data B007_1 (第1列),19,-0.000483255,0.131939304,0.01740798,0.131940189,0.523933188,0.966213416,0.045727335,0.096497495,3.970990143,4.973212141,1.252385919,5.845590076
12kHz_DE_data B007_1 (第1列),20,-0.000682833,0.133398709,0.017795216,0.133400456,0.523933188,0.966213416,0.01245567,0.042032032,3.927521706,4.927385103,1.254578707,5.813370305
12kHz_DE_data B007_1 (第1列),21,-0.00062755,0.133719716,0.017880963,0.133721189,0.448788493,0.860788767,0.001887731,-0.32672723,3.356150934,4.13708315,1.232686858,4.844263503
